".variable",".value",".lower",".upper",".width",".point",".interval","tree1","spp1","tree2","spp2","pair","comp","Site","Neighborhood","focal_sp","comp_sp"
"rescor__t11ac11__t11pj14",0.113036369596858,-0.117567263904675,0.333005038570356,0.95,"median","qi","11ac11","ac","11pj14","pj","ac-pj","inter","bm",1,"ac","pj"
"rescor__t11ac12__t11pj11",0.144075693227308,-0.0886491853494375,0.351415072698453,0.95,"median","qi","11ac12","ac","11pj11","pj","ac-pj","inter","bm",1,"ac","pj"
"rescor__t11ac12__t11pj12",0.301884248921771,0.0893861941297313,0.491851792188337,0.95,"median","qi","11ac12","ac","11pj12","pj","ac-pj","inter","bm",1,"ac","pj"
"rescor__t11ac12__t11pj13",0.332021989357441,0.124229472644323,0.514596400181254,0.95,"median","qi","11ac12","ac","11pj13","pj","ac-pj","inter","bm",1,"ac","pj"
"rescor__t11ac12__t11pj14",0.390863157939818,0.17362886200961,0.575848754941835,0.95,"median","qi","11ac12","ac","11pj14","pj","ac-pj","inter","bm",1,"ac","pj"
"rescor__t11ac13__t11pj11",0.261322558480905,0.0305547020923764,0.45946842909063,0.95,"median","qi","11ac13","ac","11pj11","pj","ac-pj","inter","bm",1,"ac","pj"
"rescor__t11ac13__t11pj12",0.0587252182276778,-0.171452834904781,0.277730190434192,0.95,"median","qi","11ac13","ac","11pj12","pj","ac-pj","inter","bm",1,"ac","pj"
"rescor__t11ac13__t11pj13",0.188497245141067,-0.0351554082055486,0.3966893414001,0.95,"median","qi","11ac13","ac","11pj13","pj","ac-pj","inter","bm",1,"ac","pj"
"rescor__t11ac13__t11pj14",0.224360847859408,-0.00139133601389089,0.433391426096532,0.95,"median","qi","11ac13","ac","11pj14","pj","ac-pj","inter","bm",1,"ac","pj"
"rescor__t11ac14__t11pj11",0.18959134722507,-0.0305133197235787,0.399548851489111,0.95,"median","qi","11ac14","ac","11pj11","pj","ac-pj","inter","bm",1,"ac","pj"
"rescor__t11ac14__t11pj12",0.309164876904879,0.0995466306225053,0.500410812383288,0.95,"median","qi","11ac14","ac","11pj12","pj","ac-pj","inter","bm",1,"ac","pj"
"rescor__t11ac14__t11pj13",0.233554847768278,0.0138942729818808,0.440017469995094,0.95,"median","qi","11ac14","ac","11pj13","pj","ac-pj","inter","bm",1,"ac","pj"
"rescor__t11ac14__t11pj14",0.18476294773388,-0.0389395484701479,0.388087658719278,0.95,"median","qi","11ac14","ac","11pj14","pj","ac-pj","inter","bm",1,"ac","pj"
"rescor__t11ac21__t11pj21",0.308421723834868,-0.0480339847488336,0.59553457781713,0.95,"median","qi","11ac21","ac","11pj21","pj","ac-pj","inter","bm",2,"ac","pj"
"rescor__t11ac21__t11pj215",0.325135736802382,-0.0328571864093416,0.597494338439826,0.95,"median","qi","11ac21","ac","11pj215","pj","ac-pj","inter","bm",2,"ac","pj"
"rescor__t11ac21__t11pj216",0.310293780313462,-0.0434228936718343,0.592200491348276,0.95,"median","qi","11ac21","ac","11pj216","pj","ac-pj","inter","bm",2,"ac","pj"
"rescor__t11ac21__t11pj22",0.0268241149660134,-0.321158377575949,0.367390854981366,0.95,"median","qi","11ac21","ac","11pj22","pj","ac-pj","inter","bm",2,"ac","pj"
"rescor__t11ac210__t11pj21",0.103140827254478,-0.243683278307576,0.421092766985305,0.95,"median","qi","11ac210","ac","11pj21","pj","ac-pj","inter","bm",2,"ac","pj"
"rescor__t11ac210__t11pj215",0.497936789360358,0.166924989270795,0.728061870671591,0.95,"median","qi","11ac210","ac","11pj215","pj","ac-pj","inter","bm",2,"ac","pj"
"rescor__t11ac210__t11pj216",0.410809534792855,0.0654783232381166,0.668157848968612,0.95,"median","qi","11ac210","ac","11pj216","pj","ac-pj","inter","bm",2,"ac","pj"
"rescor__t11ac210__t11pj22",-0.0453417746304264,-0.360781738585847,0.29260344427617,0.95,"median","qi","11ac210","ac","11pj22","pj","ac-pj","inter","bm",2,"ac","pj"
"rescor__t11ac211__t11pj21",0.138070373446812,-0.178730871781163,0.440168655324073,0.95,"median","qi","11ac211","ac","11pj21","pj","ac-pj","inter","bm",2,"ac","pj"
"rescor__t11ac211__t11pj215",0.512126494936065,0.206832265386803,0.729583360647141,0.95,"median","qi","11ac211","ac","11pj215","pj","ac-pj","inter","bm",2,"ac","pj"
"rescor__t11ac211__t11pj216",0.498545042067098,0.179945426687559,0.721301282306253,0.95,"median","qi","11ac211","ac","11pj216","pj","ac-pj","inter","bm",2,"ac","pj"
"rescor__t11ac211__t11pj22",-0.152972251161434,-0.44267138300313,0.15200520994586,0.95,"median","qi","11ac211","ac","11pj22","pj","ac-pj","inter","bm",2,"ac","pj"
"rescor__t11ac23__t11pj21",-0.0151205384170234,-0.353924508994498,0.33397771510029,0.95,"median","qi","11ac23","ac","11pj21","pj","ac-pj","inter","bm",2,"ac","pj"
"rescor__t11ac23__t11pj215",0.0819442442125322,-0.239568699644947,0.398663440383579,0.95,"median","qi","11ac23","ac","11pj215","pj","ac-pj","inter","bm",2,"ac","pj"
"rescor__t11ac23__t11pj216",0.161443843741973,-0.180127181158575,0.47230536710096,0.95,"median","qi","11ac23","ac","11pj216","pj","ac-pj","inter","bm",2,"ac","pj"
"rescor__t11ac23__t11pj22",0.193037901808802,-0.164559284694915,0.508009849856845,0.95,"median","qi","11ac23","ac","11pj22","pj","ac-pj","inter","bm",2,"ac","pj"
"rescor__t11ac31__t11pj31",0.314248972713335,0.0276543823542701,0.545802270467439,0.95,"median","qi","11ac31","ac","11pj31","pj","ac-pj","inter","bm",3,"ac","pj"
"rescor__t11ac31__t11pj32",0.0688893851528846,-0.195403594571463,0.334994891870628,0.95,"median","qi","11ac31","ac","11pj32","pj","ac-pj","inter","bm",3,"ac","pj"
"rescor__t11ac31__t11pj33",0.131653417805163,-0.149994433727359,0.395886878154343,0.95,"median","qi","11ac31","ac","11pj33","pj","ac-pj","inter","bm",3,"ac","pj"
"rescor__t11ac31__t11pj34",-0.0411130095257077,-0.311839003348924,0.23758188641577,0.95,"median","qi","11ac31","ac","11pj34","pj","ac-pj","inter","bm",3,"ac","pj"
"rescor__t11ac31__t11pj35",0.0122166274897386,-0.252122422034227,0.278360925799699,0.95,"median","qi","11ac31","ac","11pj35","pj","ac-pj","inter","bm",3,"ac","pj"
"rescor__t11ac32__t11pj31",0.244177174382214,-0.0452271343659716,0.493577236008089,0.95,"median","qi","11ac32","ac","11pj31","pj","ac-pj","inter","bm",3,"ac","pj"
"rescor__t11ac32__t11pj32",0.263967348069808,-0.00953790245277977,0.502063540614926,0.95,"median","qi","11ac32","ac","11pj32","pj","ac-pj","inter","bm",3,"ac","pj"
"rescor__t11ac32__t11pj33",0.0356184209496613,-0.250965652205376,0.305481724963538,0.95,"median","qi","11ac32","ac","11pj33","pj","ac-pj","inter","bm",3,"ac","pj"
"rescor__t11ac32__t11pj34",0.042995563936752,-0.239525518995805,0.316118579462431,0.95,"median","qi","11ac32","ac","11pj34","pj","ac-pj","inter","bm",3,"ac","pj"
"rescor__t11ac32__t11pj35",0.0757087815548624,-0.201594554632013,0.345753814623448,0.95,"median","qi","11ac32","ac","11pj35","pj","ac-pj","inter","bm",3,"ac","pj"
"rescor__t11ac34__t11pj31",0.117787686498039,-0.18100053278829,0.373480280364383,0.95,"median","qi","11ac34","ac","11pj31","pj","ac-pj","inter","bm",3,"ac","pj"
"rescor__t11ac34__t11pj32",0.533082718321696,0.25783896229761,0.728872354413234,0.95,"median","qi","11ac34","ac","11pj32","pj","ac-pj","inter","bm",3,"ac","pj"
"rescor__t11ac34__t11pj33",0.255095685401678,-0.0288116391358581,0.502370069625707,0.95,"median","qi","11ac34","ac","11pj33","pj","ac-pj","inter","bm",3,"ac","pj"
"rescor__t11ac34__t11pj34",0.0413734912631096,-0.241107756178236,0.318720509650318,0.95,"median","qi","11ac34","ac","11pj34","pj","ac-pj","inter","bm",3,"ac","pj"
"rescor__t11ac34__t11pj35",0.292645726155318,0.00881257095674076,0.534158404918633,0.95,"median","qi","11ac34","ac","11pj35","pj","ac-pj","inter","bm",3,"ac","pj"
"rescor__t4ac11__t4pj11",-0.0229340532936128,-0.267203303368227,0.222456208247674,0.95,"median","qi","4ac11","ac","4pj11","pj","ac-pj","inter","cm",1,"ac","pj"
"rescor__t4ac11__t4pj1117",-0.0445007349762106,-0.28250410531771,0.198616884908656,0.95,"median","qi","4ac11","ac","4pj1117","pj","ac-pj","inter","cm",1,"ac","pj"
"rescor__t4ac11__t4pj1118",0.0178288090602886,-0.228991920706238,0.263727345530151,0.95,"median","qi","4ac11","ac","4pj1118","pj","ac-pj","inter","cm",1,"ac","pj"
"rescor__t4ac1102__t4pj11",0.19328544403459,-0.0423502468465373,0.406429626592074,0.95,"median","qi","4ac1102","ac","4pj11","pj","ac-pj","inter","cm",1,"ac","pj"
"rescor__t4ac1102__t4pj1117",0.0424663940350696,-0.203507603359254,0.275247321952525,0.95,"median","qi","4ac1102","ac","4pj1117","pj","ac-pj","inter","cm",1,"ac","pj"
"rescor__t4ac1102__t4pj1118",0.0528743019133228,-0.180961239172885,0.288482014270319,0.95,"median","qi","4ac1102","ac","4pj1118","pj","ac-pj","inter","cm",1,"ac","pj"
"rescor__t4ac1105__t4pj11",0.000991509585015571,-0.233385073991858,0.237323113840559,0.95,"median","qi","4ac1105","ac","4pj11","pj","ac-pj","inter","cm",1,"ac","pj"
"rescor__t4ac1105__t4pj1117",0.0869987244731519,-0.158055374963173,0.323134939253841,0.95,"median","qi","4ac1105","ac","4pj1117","pj","ac-pj","inter","cm",1,"ac","pj"
"rescor__t4ac1105__t4pj1118",0.107471977432916,-0.140387617867008,0.333102671566481,0.95,"median","qi","4ac1105","ac","4pj1118","pj","ac-pj","inter","cm",1,"ac","pj"
"rescor__t4ac12__t4pj11",-0.045324997434864,-0.284103236766329,0.192609700306302,0.95,"median","qi","4ac12","ac","4pj11","pj","ac-pj","inter","cm",1,"ac","pj"
"rescor__t4ac12__t4pj1117",-0.199510741882138,-0.418094773991515,0.0439036340293118,0.95,"median","qi","4ac12","ac","4pj1117","pj","ac-pj","inter","cm",1,"ac","pj"
"rescor__t4ac12__t4pj1118",0.0440143985907052,-0.193182593932656,0.279732614601307,0.95,"median","qi","4ac12","ac","4pj1118","pj","ac-pj","inter","cm",1,"ac","pj"
"rescor__t4ac21__t4pj22",0.219587273457401,0.0340980434212953,0.389620843704208,0.95,"median","qi","4ac21","ac","4pj22","pj","ac-pj","inter","cm",2,"ac","pj"
"rescor__t4ac21__t4pj23064",0.342615757559955,0.17271209717826,0.496525861531977,0.95,"median","qi","4ac21","ac","4pj23064","pj","ac-pj","inter","cm",2,"ac","pj"
"rescor__t4ac21__t4pj23101",0.0600957148594237,-0.136941514310303,0.234756018477881,0.95,"median","qi","4ac21","ac","4pj23101","pj","ac-pj","inter","cm",2,"ac","pj"
"rescor__t4ac21924__t4pj22",0.155869694290743,-0.0272280763799809,0.327357784975251,0.95,"median","qi","4ac21924","ac","4pj22","pj","ac-pj","inter","cm",2,"ac","pj"
"rescor__t4ac21924__t4pj23064",0.195988809198207,0.00634561908494035,0.367678834946865,0.95,"median","qi","4ac21924","ac","4pj23064","pj","ac-pj","inter","cm",2,"ac","pj"
"rescor__t4ac21924__t4pj23101",0.186580693011545,-0.00102057941621245,0.35971853018275,0.95,"median","qi","4ac21924","ac","4pj23101","pj","ac-pj","inter","cm",2,"ac","pj"
"rescor__t4ac22__t4pj22",0.194139110043325,0.0076972457021625,0.362548709564748,0.95,"median","qi","4ac22","ac","4pj22","pj","ac-pj","inter","cm",2,"ac","pj"
"rescor__t4ac22__t4pj23064",0.0881084343654986,-0.103468152332126,0.269849460852417,0.95,"median","qi","4ac22","ac","4pj23064","pj","ac-pj","inter","cm",2,"ac","pj"
"rescor__t4ac22__t4pj23101",0.255452839870935,0.0687231841938691,0.418293573170278,0.95,"median","qi","4ac22","ac","4pj23101","pj","ac-pj","inter","cm",2,"ac","pj"
"rescor__t4ac23__t4pj22",0.17198753220249,-0.0167637952882542,0.348653733060302,0.95,"median","qi","4ac23","ac","4pj22","pj","ac-pj","inter","cm",2,"ac","pj"
"rescor__t4ac23__t4pj23064",0.0548376573761412,-0.136834862780641,0.241625638154859,0.95,"median","qi","4ac23","ac","4pj23064","pj","ac-pj","inter","cm",2,"ac","pj"
"rescor__t4ac23__t4pj23101",-0.125006269792526,-0.310375869873163,0.0574978407885833,0.95,"median","qi","4ac23","ac","4pj23101","pj","ac-pj","inter","cm",2,"ac","pj"
"rescor__t4ac31__t4pj31",0.340886655194662,0.124115676344718,0.536169656257573,0.95,"median","qi","4ac31","ac","4pj31","pj","ac-pj","inter","cm",3,"ac","pj"
"rescor__t4ac31__t4pj31965",0.0871033290304836,-0.149501836473231,0.313586714559759,0.95,"median","qi","4ac31","ac","4pj31965","pj","ac-pj","inter","cm",3,"ac","pj"
"rescor__t4ac31__t4pj31966",0.0992306362523568,-0.137857052125392,0.321911485645593,0.95,"median","qi","4ac31","ac","4pj31966","pj","ac-pj","inter","cm",3,"ac","pj"
"rescor__t4ac31__t4pj32",-0.107231564453798,-0.32692381929764,0.130510811015638,0.95,"median","qi","4ac31","ac","4pj32","pj","ac-pj","inter","cm",3,"ac","pj"
"rescor__t4ac31954__t4pj31",0.0394337339278399,-0.19311754303103,0.261829886447839,0.95,"median","qi","4ac31954","ac","4pj31","pj","ac-pj","inter","cm",3,"ac","pj"
"rescor__t4ac31954__t4pj31965",0.376776348364003,0.147516206289502,0.568737413926704,0.95,"median","qi","4ac31954","ac","4pj31965","pj","ac-pj","inter","cm",3,"ac","pj"
"rescor__t4ac31954__t4pj31966",0.361971587035462,0.139142163213931,0.557305873865497,0.95,"median","qi","4ac31954","ac","4pj31966","pj","ac-pj","inter","cm",3,"ac","pj"
"rescor__t4ac31954__t4pj32",0.399345941486139,0.175186335206567,0.577614513333533,0.95,"median","qi","4ac31954","ac","4pj32","pj","ac-pj","inter","cm",3,"ac","pj"
"rescor__t4ac31967__t4pj31",0.0678445479351758,-0.173010938386479,0.287799255650799,0.95,"median","qi","4ac31967","ac","4pj31","pj","ac-pj","inter","cm",3,"ac","pj"
"rescor__t4ac31967__t4pj31965",0.323114423531573,0.0945591102918183,0.521338300736447,0.95,"median","qi","4ac31967","ac","4pj31965","pj","ac-pj","inter","cm",3,"ac","pj"
"rescor__t4ac31967__t4pj31966",0.229175739118048,0.00173327372236817,0.440062520114872,0.95,"median","qi","4ac31967","ac","4pj31966","pj","ac-pj","inter","cm",3,"ac","pj"
"rescor__t4ac31967__t4pj32",0.0582883390055722,-0.172115248682575,0.284226844479867,0.95,"median","qi","4ac31967","ac","4pj32","pj","ac-pj","inter","cm",3,"ac","pj"
"rescor__t4ac32__t4pj31",0.24622212618008,0.0130479140024842,0.447189319424613,0.95,"median","qi","4ac32","ac","4pj31","pj","ac-pj","inter","cm",3,"ac","pj"
"rescor__t4ac32__t4pj31965",0.146769737346156,-0.0869441298095733,0.372909731258518,0.95,"median","qi","4ac32","ac","4pj31965","pj","ac-pj","inter","cm",3,"ac","pj"
"rescor__t4ac32__t4pj31966",-0.0396420053263211,-0.272062952044262,0.187519678920634,0.95,"median","qi","4ac32","ac","4pj31966","pj","ac-pj","inter","cm",3,"ac","pj"
"rescor__t4ac32__t4pj32",-0.19215696659469,-0.402981231750858,0.04570992863975,0.95,"median","qi","4ac32","ac","4pj32","pj","ac-pj","inter","cm",3,"ac","pj"
"rescor__t17ac11__t17pj11",-0.0120507160960499,-0.29181976520635,0.262331515855261,0.95,"median","qi","17ac11","ac","17pj11","pj","ac-pj","inter","lc",1,"ac","pj"
"rescor__t17ac11__t17pj12",0.104315938841028,-0.17391012923357,0.368443503907592,0.95,"median","qi","17ac11","ac","17pj12","pj","ac-pj","inter","lc",1,"ac","pj"
"rescor__t17ac11__t17pj13",0.194186875112701,-0.0776755608418849,0.452810321358775,0.95,"median","qi","17ac11","ac","17pj13","pj","ac-pj","inter","lc",1,"ac","pj"
"rescor__t17ac12__t17pj11",-0.0728959405733986,-0.334352442037244,0.198909476144205,0.95,"median","qi","17ac12","ac","17pj11","pj","ac-pj","inter","lc",1,"ac","pj"
"rescor__t17ac12__t17pj12",0.223781978354049,-0.0465294927577879,0.478141099004846,0.95,"median","qi","17ac12","ac","17pj12","pj","ac-pj","inter","lc",1,"ac","pj"
"rescor__t17ac12__t17pj13",0.0810451166283221,-0.20313123886424,0.345453674037545,0.95,"median","qi","17ac12","ac","17pj13","pj","ac-pj","inter","lc",1,"ac","pj"
"rescor__t17ac13__t17pj11",-0.164297810749759,-0.432221668664842,0.119968974733705,0.95,"median","qi","17ac13","ac","17pj11","pj","ac-pj","inter","lc",1,"ac","pj"
"rescor__t17ac13__t17pj12",-0.234385473858809,-0.475486582669866,0.0389278605243581,0.95,"median","qi","17ac13","ac","17pj12","pj","ac-pj","inter","lc",1,"ac","pj"
"rescor__t17ac13__t17pj13",-0.0393334448633241,-0.3205625960159,0.235162487657492,0.95,"median","qi","17ac13","ac","17pj13","pj","ac-pj","inter","lc",1,"ac","pj"
"rescor__t17ac21__t17pj21",0.441237967035813,0.164443226857398,0.646268391847915,0.95,"median","qi","17ac21","ac","17pj21","pj","ac-pj","inter","lc",2,"ac","pj"
"rescor__t17ac21__t17pj23",0.0872533783173888,-0.209128546200883,0.356628649899927,0.95,"median","qi","17ac21","ac","17pj23","pj","ac-pj","inter","lc",2,"ac","pj"
"rescor__t17ac22__t17pj21",0.135705885354278,-0.151666549194776,0.407441016330417,0.95,"median","qi","17ac22","ac","17pj21","pj","ac-pj","inter","lc",2,"ac","pj"
"rescor__t17ac22__t17pj23",0.111924175936804,-0.199588985578898,0.389025435040858,0.95,"median","qi","17ac22","ac","17pj23","pj","ac-pj","inter","lc",2,"ac","pj"
"rescor__t17ac23__t17pj21",0.368187024529939,0.0668771008256327,0.604394495493002,0.95,"median","qi","17ac23","ac","17pj21","pj","ac-pj","inter","lc",2,"ac","pj"
"rescor__t17ac23__t17pj23",0.0233443882715541,-0.278299483273187,0.330831188170498,0.95,"median","qi","17ac23","ac","17pj23","pj","ac-pj","inter","lc",2,"ac","pj"
"rescor__t17ac31__t17pj31",0.231622340268147,-0.145378909331327,0.534809141966859,0.95,"median","qi","17ac31","ac","17pj31","pj","ac-pj","inter","lc",3,"ac","pj"
"rescor__t17ac31__t17pj32",0.393794175283944,0.0210850248071814,0.65294900946327,0.95,"median","qi","17ac31","ac","17pj32","pj","ac-pj","inter","lc",3,"ac","pj"
"rescor__t17ac31__t17pj33",0.182267870449127,-0.169778251692981,0.500132170381905,0.95,"median","qi","17ac31","ac","17pj33","pj","ac-pj","inter","lc",3,"ac","pj"
"rescor__t17ac31__t17pj34",-0.0306746258318294,-0.380748263383042,0.312137997591411,0.95,"median","qi","17ac31","ac","17pj34","pj","ac-pj","inter","lc",3,"ac","pj"
"rescor__t17ac31__t17pj35",-0.109021226590837,-0.441513532413203,0.253900869438975,0.95,"median","qi","17ac31","ac","17pj35","pj","ac-pj","inter","lc",3,"ac","pj"
"rescor__t17ac32__t17pj31",0.0540666209157702,-0.30069633280666,0.381406109433913,0.95,"median","qi","17ac32","ac","17pj31","pj","ac-pj","inter","lc",3,"ac","pj"
"rescor__t17ac32__t17pj32",0.097568272202284,-0.254903840743249,0.428373754089166,0.95,"median","qi","17ac32","ac","17pj32","pj","ac-pj","inter","lc",3,"ac","pj"
"rescor__t17ac32__t17pj33",0.0701277450816338,-0.288949273668972,0.40877020724379,0.95,"median","qi","17ac32","ac","17pj33","pj","ac-pj","inter","lc",3,"ac","pj"
"rescor__t17ac32__t17pj34",0.364592638455185,-0.0102219112247861,0.650089619858337,0.95,"median","qi","17ac32","ac","17pj34","pj","ac-pj","inter","lc",3,"ac","pj"
"rescor__t17ac32__t17pj35",0.0093237932671762,-0.347403308259518,0.370901668484185,0.95,"median","qi","17ac32","ac","17pj35","pj","ac-pj","inter","lc",3,"ac","pj"
"rescor__t17ac33__t17pj31",0.324199098377541,-0.0517237294275852,0.61281120870186,0.95,"median","qi","17ac33","ac","17pj31","pj","ac-pj","inter","lc",3,"ac","pj"
"rescor__t17ac33__t17pj32",0.0754600669167389,-0.290432602698501,0.403298505158347,0.95,"median","qi","17ac33","ac","17pj32","pj","ac-pj","inter","lc",3,"ac","pj"
"rescor__t17ac33__t17pj33",0.0765639202104035,-0.267714521680799,0.414953693139377,0.95,"median","qi","17ac33","ac","17pj33","pj","ac-pj","inter","lc",3,"ac","pj"
"rescor__t17ac33__t17pj34",0.109751653120974,-0.252260857993471,0.436114912667591,0.95,"median","qi","17ac33","ac","17pj34","pj","ac-pj","inter","lc",3,"ac","pj"
"rescor__t17ac33__t17pj35",-0.407066340191762,-0.685578548109258,-0.0376231920452298,0.95,"median","qi","17ac33","ac","17pj35","pj","ac-pj","inter","lc",3,"ac","pj"
"rescor__t17ac34__t17pj31",0.155461767628992,-0.193093422649823,0.477261991857132,0.95,"median","qi","17ac34","ac","17pj31","pj","ac-pj","inter","lc",3,"ac","pj"
"rescor__t17ac34__t17pj32",0.257447661547424,-0.095904558536906,0.545844819409311,0.95,"median","qi","17ac34","ac","17pj32","pj","ac-pj","inter","lc",3,"ac","pj"
"rescor__t17ac34__t17pj33",0.186321695594513,-0.192542351121674,0.51020952827954,0.95,"median","qi","17ac34","ac","17pj33","pj","ac-pj","inter","lc",3,"ac","pj"
"rescor__t17ac34__t17pj34",0.228553108349904,-0.164962691530549,0.532688713239915,0.95,"median","qi","17ac34","ac","17pj34","pj","ac-pj","inter","lc",3,"ac","pj"
"rescor__t17ac34__t17pj35",0.129675813170308,-0.240110170074122,0.462316460118986,0.95,"median","qi","17ac34","ac","17pj35","pj","ac-pj","inter","lc",3,"ac","pj"
"rescor__t18ac11__t18pj11",0.332147546141032,-0.078257002317907,0.640168073700122,0.95,"median","qi","18ac11","ac","18pj11","pj","ac-pj","inter","pp",1,"ac","pj"
"rescor__t18ac12__t18pj11",0.0417720454639408,-0.349858678180694,0.431605546689601,0.95,"median","qi","18ac12","ac","18pj11","pj","ac-pj","inter","pp",1,"ac","pj"
"rescor__t18ac13__t18pj11",-0.0119420213711844,-0.407597599069359,0.3736895454139,0.95,"median","qi","18ac13","ac","18pj11","pj","ac-pj","inter","pp",1,"ac","pj"
